,Tm
6151,WP_158459875.1
6152,WP_254286023.1
6153,WP_273893081.1
6154,WP_130263163.1
6155,WP_258717172.1
6156,SDR12308.1
6157,WP_145188571.1
6158,WP_093388220.1
6159,WP_258610687.1
6160,WP_026001354.1
6161,WP_123564547.1
6162,MDF9891767.1
6163,KJK18594.1
6164,WP_274908687.1
6165,WP_159388119.1
6166,WP_036993877.1
6167,WP_258702320.1
6168,WP_159408890.1
6169,WP_039580036.1
6170,WP_194789133.1
6171,WP_116889078.1
6172,WP_166883878.1
6173,WP_110991706.1
6174,WP_213658292.1
6175,WP_079226554.1
6176,WP_294325316.1
6177,WP_258705729.1
6178,WP_027918436.1
6179,WP_252092360.1
6180,WP_125462630.1
6181,WP_176507715.1
6182,WP_240064531.1
6183,WP_060484926.1
6184,WP_186660154.1
6185,HCV38767.1
6186,WP_209873619.1
6187,WP_125857482.1
6188,WP_054884714.1
6189,WP_280072589.1
6190,WP_099815667.1
6191,WP_011535654.1
6192,WP_248917411.1
6193,WP_186721633.1
6194,WP_134691219.1
6195,WP_253094619.1
6196,WP_119138407.1
6197,WP_065863296.1
6198,WP_283724799.1
6199,WP_260270964.1
6200,WP_232855713.1
6201,WP_125930708.1
6202,WP_254481417.1
6203,WP_110639426.1
6204,WP_186667738.1
6205,WP_198743904.1
6206,WP_062575132.1
6207,WP_232853258.1
6208,WP_254464316.1
6209,WP_288519834.1
6210,WP_197892846.1
6211,WP_203650589.1
6212,WP_153772519.1
6213,WP_279152860.1
6214,WP_217852854.1
6215,WP_110736892.1
6216,WP_198755204.1
6217,WP_054893514.1
6218,WP_096049363.1
6219,WP_253099551.1
6220,WP_277461289.1
6221,WP_186735098.1
6222,WP_028689842.1
6223,WP_038707367.1
6224,WP_062363975.1
6225,WP_234561634.1
6226,WP_050706863.1
6227,WP_186712940.1
6228,WP_110604425.1
6229,WP_139668658.1
6230,WP_186618114.1
6231,WP_102682528.1
6232,WP_046857090.1
6233,WP_063543085.1
6234,WP_008096689.1
6235,WP_241410902.1
6236,WP_225789481.1
6237,WP_217867214.1
6238,WP_088852766.1
6239,WP_200603824.1
6240,WP_027908049.1
6241,WP_023378729.1
6242,WP_279882889.1
6243,WP_104882159.1
6244,WP_186553744.1
6245,WP_176510884.1
6246,WP_279807229.1
6247,BBH48040.1
6248,WP_173891039.1
6249,WP_275638822.1
6250,WP_296230522.1
6251,WP_161891853.1
6252,WP_110679693.1
6253,WP_172286416.1
6254,SUD80121.1
6255,WP_115295373.1
6256,WP_009682675.1
6257,WP_225779231.1
6258,ESW38742.1
6259,WP_170032576.1
6260,WP_289130854.1
6261,WP_186685439.1
6262,WP_038410139.1
6263,WP_051098731.1
6264,WP_247846554.1
6265,WP_012274145.1
6266,WP_047595810.1
6267,WP_280044908.1
6268,WP_114171125.1
6269,WP_110742529.1
6270,WP_039613073.1
6271,WP_186675218.1
6272,WP_075046352.1
6273,WP_266032280.1
6274,WP_201206875.1
6275,WP_085705579.1
6276,WP_085664438.1
6277,WP_025340616.1
6278,PYG97140.1
6279,AEJ14979.1
6280,WP_024087730.1
6281,WP_086975316.1
6282,WP_015271775.1
6283,WP_196176733.1
6284,WP_085614334.1
6285,WP_284354508.1
6286,WP_046616333.1
6287,WP_225521947.1
6288,WP_164525077.1
6289,WP_087503164.1
6290,WP_144171043.1
6291,WP_207836413.1
6292,WP_085720991.1
6293,WP_235200193.1
6294,MCE7763924.1
6295,WP_059395186.1
6296,WP_063913377.1
6297,WP_274092294.1
6298,WP_223623047.1
6299,WP_112250175.1
6300,WP_198750224.1
6301,WP_104833969.1
6302,CAI3809196.1
6303,WP_085626900.1
6304,WP_258653982.1
6305,WP_060499960.1
6306,WP_182362177.1
6307,WP_019473970.1
6308,WP_043197881.1
6309,WP_286111268.1
6310,WP_138737479.1
6311,WGV21825.1
6312,WP_197854178.1
6313,WP_156858842.1
6314,WP_016489071.1
6315,WP_063422401.1
6316,WP_105946991.1
6317,EKT4481661.1
6318,WP_132842531.1
6319,WP_049275437.1
6320,WP_016713479.1
6321,WP_197899097.1
6322,WP_060517420.1
6323,WP_061202757.1
6324,WP_174369726.1
6325,HDS1798232.1
6326,WP_284399753.1
6327,GJB79168.1
6328,WP_016497952.1
6329,OYV02149.1
6330,MBN8985608.1
6331,MDE0200490.1
6332,KAG6807691.1
6333,MBA3873932.1
6334,MBN8617405.1
6335,MBX7259830.1
6336,MBO6657577.1
6337,TVY43491.1
6338,HDP35721.1
6339,KAH7140043.1
6340,SCO52117.1
6341,KLO92053.1
6342,SCO35189.1
6343,KAH6867219.1
6344,SCV27528.1
6345,KLO99421.1
6346,KAF5710208.1
6347,KAJ5455155.1
6348,XP_057031090.1
6349,XP_056989223.1
6350,XP_016641772.1
6351,KAF4949034.1
6352,XP_023427317.1
6353,KAF5636927.1
6354,KAF5703607.1
6355,KAF5628933.1
6356,KAF4421180.1
6357,RKL29222.1
6358,KAF9021959.1
6359,MCF2139377.1
6360,MCK9250402.1
6361,ODM22614.1
6362,KAH8804878.1
6363,MCZ6711757.1
6364,MDH3641069.1
6365,KAJ8520917.1
6366,MBL6632193.1
6367,MBI4833053.1
6368,MBI5119204.1
6369,RJP70735.1
6370,RJP19591.1
6371,UCD56717.1
6372,OGW18334.1
6373,KAF5376879.1
6374,KAJ7111250.1
6375,KAF9070071.1
6376,KAE9411192.1
6377,WP_025350052.1
6378,ESK86469.1
6379,KAI3615515.1
6380,KAJ3562909.1
6381,MBL6689332.1
6382,MBO6556079.1
6383,MBO6701920.1
6384,MBO6566428.1
6385,MDA1077401.1
6386,WP_283147251.1
6387,WP_057876256.1
6388,WP_302451057.1
6389,WP_289189625.1
6390,WP_124976113.1
6391,WP_056990724.1
6392,WP_283575240.1
6393,WP_006500451.1
6394,WP_010077685.1
6395,WP_074504510.1
6396,WP_276559432.1
6397,WP_294545166.1
6398,WP_033934306.1
6399,WP_270642336.1
6400,WP_048345406.1
6401,WP_302518073.1
6402,MDF9443706.1
6403,WP_272216029.1
6404,WP_034541311.1
6405,WP_180305004.1
6406,WP_235315776.1
6407,WP_270361770.1
6408,HAM86792.1
6409,WP_281164266.1
6410,WP_253283708.1
6411,WP_025022364.1
6412,WP_278764775.1
6413,WP_057868916.1
6414,WP_057829426.1
6415,MCZ0892239.1
6416,WP_272208528.1
6417,WP_178197583.1
6418,WP_034992403.1
6419,WP_010579495.1
6420,WP_289978134.1
6421,WP_301558555.1
6422,WP_270782405.1
6423,WP_003694561.1
6424,WP_117642377.1
6425,WP_003698831.1
6426,WP_273745068.1
6427,WP_169461308.1
6428,WP_046921345.1
6429,WP_039121618.1
6430,MBS7037120.1
6431,MDD6171687.1
6432,WP_014073821.1
6433,WP_270412973.1
6434,WP_009551362.1
6435,WP_278838384.1
6436,WP_080926411.1
6437,WP_027826299.1
6438,WP_271865337.1
6439,WP_129915508.1
6440,WP_288721096.1
6441,WP_270627203.1
6442,WP_046922758.1
6443,MCR5749901.1
6444,WP_044004634.1
6445,WP_160998526.1
6446,WP_087448869.1
6447,CDK34617.1
6448,WP_003705846.1
6449,WP_081537817.1
6450,WP_301207308.1
6451,WP_047035370.1
6452,WP_160999405.1
6453,WP_270383584.1
6454,WP_257795988.1
6455,WP_087367631.1
6456,WP_004563889.1
6457,WP_274756882.1
6458,WP_161065097.1
6459,WP_191355835.1
6460,WP_003709793.1
6461,WP_134354617.1
6462,WP_101898313.1
6463,WP_187397655.1
6464,WP_014568234.1
6465,WP_255905855.1
6466,WP_255820258.1
6467,WP_201898846.1
6468,WP_161022060.1
6469,MSE05620.1
6470,WP_289526441.1
6471,WP_164479788.1
6472,WP_253358892.1
6473,WP_283473393.1
6474,WP_193524221.1
6475,WP_003699736.1
6476,WP_049163198.1
6477,WP_270503439.1
6478,WP_081536774.1
6479,WP_147759347.1
6480,WP_289583081.1
6481,WP_081530274.1
6482,WP_069468590.1
6483,MBM6762463.1
6484,WP_172580020.1
6485,WP_050611130.1
6486,WP_172573750.1
6487,WP_260903243.1
6488,NME41463.1
6489,WP_025020885.1
6490,WP_023860566.1
6491,KRL73500.1
6492,MCQ2557188.1
6493,WP_251546638.1
6494,WP_182580456.1
6495,WP_153707162.1
6496,WP_094502400.1
6497,WP_153707773.1
6498,WP_136001822.1
6499,WP_169471564.1
6500,WP_182589223.1
6501,WP_231824233.1
6502,WP_094508057.1
6503,WP_182586691.1
6504,WP_139561299.1
6505,WP_085650304.1
6506,WP_152703006.1
6507,WP_087214845.1
6508,WP_162216167.1
6509,WP_169477672.1
6510,WP_169472787.1
6511,WP_283578109.1
6512,WP_099979976.1
6513,WP_229411545.1
6514,WP_003667757.1
6515,WP_113896418.1
6516,WP_229307208.1
6517,PEH07189.1
6518,WP_182578908.1
6519,WP_273774605.1
6520,WP_152720649.1
6521,WP_229288848.1
6522,WP_003674029.1
6523,WP_229271764.1
6524,ABO43827.1
6525,WP_229268617.1
6526,WP_289218515.1
6527,WP_218046766.1
6528,WP_170090855.1
6529,WP_229279851.1
6530,WP_153700947.1
6531,WP_260245725.1
6532,WP_079376056.1
6533,WP_102816211.1
6534,WP_152718065.1
6535,WP_003671847.1
6536,GFI59769.1
6537,WP_229407697.1
6538,WP_035151128.1
6539,WP_094504544.1
6540,WP_086120668.1
6541,WP_229287550.1
6542,KEK16587.1
6543,WP_134989031.1
6544,WP_271901343.1
6545,WP_182590030.1
6546,WP_085720136.1
6547,WP_168240438.1
6548,WP_132140216.1
6549,WP_180874687.1
6550,WP_152743127.1
6551,WP_229285394.1
6552,WP_285227999.1
6553,WP_228341129.1
6554,WP_229283389.1
6555,WP_035168648.1
6556,WP_229274417.1
6557,WP_229270162.1
6558,WP_153702912.1
6559,WP_122481177.1
6560,WP_229410937.1
6561,WP_134907522.1
6562,WP_086879019.1
6563,ETJ00468.1
6564,WP_179394024.1
6565,WP_125702266.1
6566,WP_056963160.1
6567,WP_054777351.1
6568,MCI1987353.1
6569,KRL46227.1
6570,WP_125752893.1
6571,WP_205142949.1
6572,MDN6697474.1
6573,WP_075760783.1
6574,WP_260185101.1
6575,WP_129301546.1
6576,WP_138426115.1
6577,WP_005692682.1
6578,WP_064519788.1
6579,WP_046782730.1
6580,WP_087912548.1
6581,WP_049169119.1
6582,WP_010491731.1
6583,WP_274784993.1
6584,WP_032965296.1
6585,WP_005684760.1
6586,EPC96142.1
6587,WP_032797024.1
6588,EPC58611.1
6589,WP_289443649.1
6590,WP_193820265.1
6591,MBS4970939.1
6592,WP_176817429.1
6593,WP_086430929.1
6594,WP_003606954.1
6595,MDN6334067.1
6596,MDN6608582.1
6597,WP_052916089.1
6598,WP_109990306.1
6599,WP_272522563.1
6600,WP_238065252.1
6601,WP_049146406.1
6602,WP_218209582.1
6603,WP_012491843.1
6604,WP_016388755.1
6605,WP_057708201.1
6606,WP_114685528.1
6607,EPC71993.1
6608,WP_003662010.1
6609,WP_123019609.1
6610,WP_045625171.1
6611,WP_264484869.1
6612,WP_123156569.1
6613,WP_274806546.1
6614,WP_270229775.1
6615,WP_003603027.1
6616,WP_003580342.1
6617,WP_260340910.1
6618,WP_003599520.1
6619,WP_076653228.1
6620,WP_260642819.1
6621,WP_003566771.1
6622,WP_103213855.1
6623,WP_270777297.1
6624,MDN6432557.1
6625,WP_169450296.1
6626,UCG71320.1
6627,MDH3511833.1
6628,MBS93268.1
6629,MBB5213260.1
6630,WP_248220163.1
6631,WP_160153099.1
6632,WP_043321029.1
6633,WP_069947383.1
6634,WP_237067462.1
6635,WP_226667457.1
6636,WP_230438141.1
6637,WP_077405237.1
6638,WP_222251116.1
6639,WP_067085932.1
6640,WP_010133466.1
6641,WP_066963022.1
6642,WP_138237299.1
6643,WP_224868775.1
6644,WP_166215272.1
6645,WP_222232978.1
6646,WP_078085281.1
6647,WP_207003496.1
6648,WP_226705176.1
6649,WP_161857905.1
6650,WP_105104450.1
6651,WP_299599654.1
6652,WP_181252630.1
6653,WP_073277759.1
6654,WP_295799150.1
6655,WP_285763417.1
6656,NCV51861.1
6657,MAJ42005.1
6658,WP_036189190.1
6659,WP_188745650.1
6660,WP_188860997.1
6661,MDB2412530.1
6662,MDA7749205.1
6663,WP_132291776.1
6664,NBR75326.1
6665,MDB2619565.1
6666,MDF1782735.1
6667,MDC3058470.1
6668,RZO82217.1
6669,MDA9006335.1
6670,MBT6288202.1
6671,MDG1156991.1
6672,WP_255856171.1
6673,WP_151702984.1
6674,WP_126158477.1
6675,WP_149391330.1
6676,WP_067379414.1
6677,WP_067298630.1
6678,WP_254580179.1
6679,WP_215953828.1
6680,WP_106591266.1
6681,WP_296060970.1
6682,UTW03903.1
6683,MBR9866216.1
6684,WP_205659693.1
6685,WP_020683136.1
6686,WP_299198699.1
6687,WP_010322840.1
6688,WP_290702709.1
6689,WP_205211221.1
6690,WP_019619934.1
6691,WP_091357602.1
6692,WP_090725305.1
6693,WP_028470487.1
6694,MCV6611580.1
6695,WP_293269055.1
6696,WP_151670421.1
6697,WP_222224380.1
6698,TVQ68614.1
6699,MCD8513217.1
6700,WP_261844130.1
6701,WP_277253573.1
6702,WP_054340094.1
6703,WP_271273444.1
6704,WP_181740538.1
6705,WP_075178448.1
6706,WP_075172805.1
6707,WP_112156730.1
6708,WP_036506411.1
6709,WP_193493450.1
6710,WP_215152347.1
6711,WP_036545249.1
6712,WP_091821667.1
6713,WP_217334520.1
6714,WP_151056890.1
6715,WP_036519318.1
6716,WP_239040254.1
6717,WP_209287389.1
6718,WP_173506542.1
6719,WP_173483302.1
6720,MCP5207106.1
6721,CAI8218148.1
6722,MCP5326322.1
6723,VVO65872.1
6724,ANI56345.1
6725,EJM74099.1
6726,CAG8873297.1
6727,VVM69740.1
6728,VVM52334.1
6729,VVN18496.1
6730,KAF2390474.1
6731,VVN38682.1
6732,VVO85154.1
6733,PBJ23527.1
6734,MBH2078616.1
6735,MDF9774901.1
6736,EJM81881.1
6737,VVO94270.1
6738,VVQ00301.1
6739,VVM91397.1
6740,MDB5997153.1
6741,EJN30074.1
6742,VVO74735.1
6743,TWC45524.1
6744,CRL50864.1
6745,EJM79456.1
6746,TWC20817.1
6747,EJM12167.1
6748,VVO94056.1
6749,NIU62486.1
6750,WP_134445587.1
6751,WP_121341750.1
6752,MAS66504.1
6753,RMN42465.1
6754,RMQ27975.1
6755,WP_011104991.1
6756,KPB72882.1
6757,WP_155550186.1
6758,WP_070882119.1
6759,WP_023444101.1
6760,EIK53113.1
6761,WP_043297513.1
6762,NLZ78553.1
6763,WP_102823050.1
6764,WP_037043621.1
6765,WP_269817962.1
6766,WP_228208342.1
6767,WP_243606348.1
6768,WP_181082426.1
6769,WP_255849784.1
6770,WP_301631463.1
6771,WP_177084852.1
6772,WP_272430232.1
6773,WP_102893881.1
6774,MBK57847.1
6775,WP_092176206.1
6776,OCX91639.1
6777,WP_186706310.1
6778,WP_130912034.1
6779,WP_283553924.1
6780,WP_092441934.1
6781,NLY14110.1
6782,WP_256051468.1
6783,WP_155581326.1
6784,WP_027590772.1
6785,KIR14782.1
6786,WP_159891213.1
6787,WP_041013120.1
6788,WP_237884907.1
6789,WP_092473005.1
6790,NLC99953.1
6791,WP_253477419.1
6792,WP_093473521.1
6793,MBU0562999.1
6794,WP_218399022.1
6795,HAR04164.1
6796,WP_130204481.1
6797,WP_052966138.1
6798,WP_025215164.1
6799,WP_090324879.1
6800,WP_057396772.1
6801,WP_092145170.1
6802,WP_030128186.1
6803,WP_060740952.1
6804,WP_109753858.1
6805,WP_008069518.1
6806,WP_095965458.1
6807,WP_208316040.1
6808,WP_064679465.1
6809,WP_263015377.1
6810,WP_075121411.1
6811,WP_156244744.1
6812,WP_281120769.1
6813,WP_262204238.1
6814,WP_196585612.1
6815,WP_122569336.1
6816,WP_107321990.1
6817,WP_095623905.1
6818,WP_122507753.1
6819,WP_090522248.1
6820,WP_092201573.1
6821,NLU12996.1
6822,WP_207281168.1
6823,WP_093226443.1
6824,WP_104096960.1
6825,WP_003294626.1
6826,WP_016703427.1
6827,MCK9533122.1
6828,WP_063324660.1
6829,WP_298135569.1
6830,WP_111279796.1
6831,URM30085.1
6832,WP_003284230.1
6833,MBX9763656.1
6834,WP_279647150.1
6835,WP_126526160.1
6836,WP_053124512.1
6837,MDF9899422.1
6838,AWM60782.1
6839,WP_125869060.1
6840,WP_135846856.1
6841,WP_126190125.1
6842,WP_014819372.1
6843,VVN36098.1
6844,WP_218477730.1
6845,WP_131651022.1
6846,WP_053148073.1
6847,WP_126047359.1
6848,WP_191122487.1
6849,WP_045158884.1
6850,TVT73509.1
6851,WP_022966376.1
6852,WP_217836269.1
6853,WP_205348810.1
6854,WP_017246208.1
6855,WP_016986667.1
6856,WP_150616215.1
6857,WP_223430249.1
6858,WP_018926591.1
6859,WP_161776400.1
6860,WP_230357134.1
6861,WP_247291714.1
6862,WP_104449283.1
6863,WP_166592980.1
6864,WP_218439726.1
6865,WP_125898087.1
6866,WP_247257385.1
6867,PPA03500.1
6868,WP_038576275.1
6869,WP_034153498.1
6870,WP_015096678.1
6871,WP_125842846.1
6872,WP_019406964.1
6873,WP_015276032.1
6874,WP_189395872.1
6875,MDD2224132.1
6876,WP_038657543.1
6877,WP_044313793.1
6878,WP_045633306.1
6879,WP_085724172.1
6880,WP_256043299.1
6881,WP_153388810.1
6882,MBA4291011.1
6883,NRF46478.1
6884,WP_268266696.1
6885,WP_099775708.1
6886,RVD78830.1
6887,WP_049338936.1
6888,WP_285361093.1
6889,WP_273528058.1
6890,WP_037021493.1
6891,WP_014339865.1
6892,WP_278412077.1
6893,WP_279643484.1
6894,WP_256517688.1
6895,WP_223541833.1
6896,WP_043302364.1
6897,OHC14976.1
6898,WP_262113396.1
6899,WP_007978559.1
6900,WP_102820269.1
6901,WP_270067500.1
6902,WP_256058306.1
6903,WP_119894826.1
6904,WP_123425204.1
6905,HHX35074.1
6906,WP_256049021.1
6907,WP_110776127.1
6908,WP_208665597.1
6909,WP_225569485.1
6910,WP_230484440.1
6911,WP_218426937.1
6912,WP_236181302.1
6913,WP_158187640.1
6914,WP_136492797.1
6915,PNG35174.1
6916,WP_122452474.1
6917,WP_125871816.1
6918,WCR43020.1
6919,VEF12616.1
6920,KRW66281.1
6921,WP_090288624.1
6922,WP_057713447.1
6923,WP_093106508.1
6924,WP_085709540.1
6925,WP_150803968.1
6926,WP_283259034.1
6927,WP_014597476.1
6928,WP_116581115.1
6929,WP_264589856.1
6930,MBU0808589.1
6931,WP_281896090.1
6932,WP_275627561.1
6933,PKA67538.1
6934,WP_058542222.1
6935,WP_007953215.1
6936,WP_124352353.1
6937,WP_201194073.1
6938,WP_060539573.1
6939,WP_200632261.1
6940,WP_122098190.1
6941,WP_223501961.1
6942,WP_016965563.1
6943,WP_095165893.1
6944,WP_213574200.1
6945,NIM30340.1
6946,WP_223555081.1
6947,WP_150709817.1
6948,WP_053155169.1
6949,WP_181101996.1
6950,WP_103315087.1
6951,SDZ21358.1
6952,WP_103457696.1
6953,WP_214378371.1
6954,WP_102718067.1
6955,WP_251836525.1
6956,WP_145255762.1
6957,WP_150718790.1
6958,WP_102671225.1
6959,WP_095943842.1
6960,WP_255983415.1
6961,MDH2242359.1
6962,WP_025111694.1
6963,WP_092302278.1
6964,WP_273923022.1
6965,WP_154947502.1
6966,MBT9531180.1
6967,WP_041068700.1
6968,WP_095080040.1
6969,WP_192228588.1
6970,WP_017938643.1
6971,WP_056726131.1
6972,WP_047288873.1
6973,MAL91905.1
6974,WP_123726062.1
6975,WP_102698445.1
6976,WP_068506230.1
6977,WP_102860494.1
6978,WP_129438010.1
6979,WP_102839767.1
6980,WP_207266910.1
6981,WP_011914237.1
6982,WP_102851427.1
6983,WP_217475022.1
6984,WP_197445527.1
6985,WP_103407149.1
6986,WP_011335726.1
6987,WP_087090154.1
6988,WP_276227408.1
6989,WP_032829901.1
6990,WP_161466178.1
6991,WP_273535986.1
6992,WP_244245677.1
6993,WP_162439426.1
6994,WP_223415698.1
6995,WP_003299857.1
6996,WP_273920451.1
6997,WP_298187390.1
6998,WP_095190486.1
6999,WP_222910985.1
7000,WP_056853588.1
7001,WP_032832292.1
7002,WP_223459968.1
7003,WP_061374165.1
7004,WP_130931109.1
7005,WP_298114765.1
7006,MBU0901315.1
7007,WP_187678161.1
7008,WP_137803884.1
7009,WP_150813352.1
7010,WP_248495704.1
7011,WP_032831482.1
7012,WP_236482361.1
7013,WP_090457531.1
7014,WP_252875016.1
7015,WP_047296308.1
7016,WP_149657972.1
7017,WP_013983736.1
7018,WP_077046514.1
7019,WP_150643674.1
7020,WP_046043593.1
7021,WP_046162580.1
7022,WP_149419081.1
7023,WP_183000027.1
7024,WP_101207804.1
7025,WP_154860460.1
7026,WP_123434932.1
7027,MBU1282266.1
7028,WP_108098535.1
7029,WP_160385577.1
7030,WP_210693656.1
7031,WP_095145181.1
7032,WP_045163320.1
7033,WP_187671179.1
7034,WP_262172148.1
7035,WP_150772274.1
7036,WP_110660409.1
7037,WP_058066859.1
7038,KAF1056427.1
7039,WP_148924497.1
7040,WP_181090844.1
7041,WP_122164753.1
7042,PZP08215.1
7043,WP_296132509.1
7044,WP_134827947.1
7045,WP_258611115.1
7046,WP_149087783.1
7047,WP_025242767.1
7048,WP_011063096.1
7049,WP_027922858.1
7050,WP_122494230.1
7051,WP_145318973.1
7052,WP_054045171.1
7053,WP_064480455.1
7054,WP_233683785.1
7055,WP_059406305.1
7056,WP_032829000.1
7057,WP_201194217.1
7058,MBH9521266.1
7059,WP_230012297.1
7060,WP_090239783.1
7061,HCC62603.1
7062,WP_169891988.1
7063,WP_074977803.1
7064,WP_168425005.1
7065,PKM25363.1
7066,WP_275960801.1
7067,WP_208669672.1
7068,MCH2342477.1
7069,WP_210458172.1
7070,WP_123515064.1
7071,WP_010457649.1
7072,WP_236184159.1
7073,HBO2654705.1
7074,WP_253408359.1
7075,WP_090249064.1
7076,WP_033049695.1
7077,WP_160106331.1
7078,WP_123599976.1
7079,WP_154501508.1
7080,WP_249917723.1
7081,WP_102594585.1
7082,WP_258253218.1
7083,WP_077749886.1
7084,WP_025166804.1
7085,WP_009617962.1
7086,WP_274087481.1
7087,WP_021209982.1
7088,WP_223519790.1
7089,WP_224538671.1
7090,WP_123410350.1
7091,WP_134417419.1
7092,WP_175377843.1
7093,WP_257777145.1
7094,MBX9754231.1
7095,WP_045881576.1
7096,WP_044464751.1
7097,MBU0525458.1
7098,MAX90536.1
7099,WP_256071357.1
7100,WP_201206304.1
7101,WP_090193053.1
7102,WP_136663023.1
7103,WP_019340743.1
7104,WP_289634796.1
7105,WP_102837983.1
7106,WP_109934428.1
7107,WP_090180794.1
7108,WP_083375856.1
7109,WP_241529018.1
7110,WP_045425008.1
7111,WP_167142478.1
7112,WP_181297083.1
7113,OHC27548.1
7114,MBP8185244.1
7115,WP_271195349.1
7116,WP_010486222.1
7117,WP_073302602.1
7118,WP_282315581.1
7119,WP_255963906.1
7120,WP_090382479.1
7121,WP_090265723.1
7122,WP_089359572.1
7123,WP_195777818.1
7124,MBX9913696.1
7125,WP_089390674.1
7126,WP_090447608.1
7127,WP_220802603.1
7128,WP_273815155.1
7129,MBH9343597.1
7130,WP_160343738.1
7131,WP_192316127.1
7132,WP_134296700.1
7133,WP_079203068.1
7134,MBH2036565.1
7135,WP_108104347.1
7136,WP_296222608.1
7137,WP_262182297.1
7138,WP_108538029.1
7139,WP_147173410.1
7140,WP_287028719.1
7141,WP_160488722.1
7142,MBG4660763.1
7143,WP_222901175.1
7144,WP_069519926.1
7145,WP_279814584.1
7146,WP_173209225.1
7147,WP_182831907.1
7148,WP_213641148.1
7149,HBO9431601.1
7150,WP_143486941.1
7151,WP_095396894.1
7152,WP_260495228.1
7153,WP_107329580.1
7154,WP_090513023.1
7155,WP_300651329.1
7156,MDF5883333.1
7157,WP_182851932.1
7158,WP_238039896.1
7159,WP_165671696.1
7160,WP_225517831.1
7161,EKT7989725.1
7162,HCK5046156.1
7163,WP_090503422.1
7164,WP_132813762.1
7165,WP_301533224.1
7166,WP_043254551.1
7167,WP_090228836.1
7168,HBP5218857.1
7169,WP_255837400.1
7170,WP_084336668.1
7171,WP_044409491.1
7172,WP_280367853.1
7173,WP_165669939.1
7174,WP_151136650.1
7175,WP_172144202.1
7176,HBO2988086.1
7177,MBG7026759.1
7178,WP_192289935.1
7179,MBU1331332.1
7180,WP_174213993.1
7181,NQD91598.1
7182,WP_181265833.1
7183,WP_126671536.1
7184,WP_160493671.1
7185,WP_087518030.1
7186,WP_279864338.1
7187,WP_003449535.1
7188,WP_069085478.1
7189,WP_096250011.1
7190,WP_033953123.1
7191,WP_043308758.1
7192,WP_192399420.1
7193,WP_134633221.1
7194,MBH9311249.1
7195,WP_119564368.1
7196,HCF3628857.1
7197,WP_070142969.1
7198,MBG6873903.1
7199,HBN8235227.1
7200,WP_073666539.1
7201,WP_134606941.1
7202,MBG6995833.1
7203,HBP4889298.1
7204,MBS7689680.1
7205,WP_003151339.1
7206,WP_134225041.1
7207,WP_128664057.1
7208,WP_233299318.1
7209,HCF5354129.1
7210,WP_209076795.1
7211,WP_150035217.1
7212,WP_272226766.1
7213,MBG6484742.1
7214,HCL3510123.1
7215,WP_160082339.1
7216,MCO2350249.1
7217,WP_128718471.1
7218,WP_015475899.1
7219,MCO2595197.1
7220,MCO1916254.1
7221,WP_059319104.1
7222,WP_190830815.1
7223,WP_070332080.1
7224,WP_034036029.1
7225,WP_095600830.1
7226,WP_287028390.1
7227,WP_280325788.1
7228,WP_070339801.1
7229,HBO2411858.1
7230,HCK4672670.1
7231,HCF5565083.1
7232,WP_124199403.1
7233,MCO3497926.1
7234,WP_132497978.1
7235,WP_117407746.1
7236,WP_096760060.1
7237,WP_216706254.1
7238,WP_070163725.1
7239,WP_159973540.1
7240,HCE6779573.1
7241,WP_126859158.1
7242,WP_151121222.1
7243,MDF5819343.1
7244,WP_134282795.1
7245,WP_077526660.1
7246,WP_241585990.1
7247,HCW0823835.1
7248,WP_034006889.1
7249,MBI8639249.1
7250,WP_137818102.1
7251,WP_024947675.1
7252,MBG5772930.1
7253,MBH9385652.1
7254,MCS8149160.1
7255,EKJ6826445.1
7256,WP_034075407.1
7257,HBO9437086.1
7258,MBI7392265.1
7259,WP_216580129.1
7260,WP_044873608.1
7261,WP_024764082.1
7262,WP_134298277.1
7263,WP_045209647.1
7264,WP_060961588.1
7265,WP_147810315.1
7266,WP_033975196.1
7267,WP_023124157.1
7268,MCO2935099.1
7269,WP_265262556.1
7270,WP_234546342.1
7271,HBO2999842.1
7272,HBO5874202.1
7273,WP_058170889.1
7274,WP_128653361.1
7275,HCF5678222.1
7276,WP_260092263.1
7277,EKX6785328.1
7278,HCL3539613.1
7279,MBG4849589.1
7280,WP_282322741.1
7281,WP_280285775.1
7282,WP_016494564.1
7283,WP_078456905.1
7284,WP_280290348.1
7285,MCO1969743.1
7286,WP_179060430.1
7287,WP_124157024.1
7288,MBG7182652.1
7289,WP_069897840.1
7290,MCS7936748.1
7291,WP_034054649.1
7292,WP_121327704.1
7293,WP_120654709.1
7294,WP_070335869.1
7295,WP_170859487.1
7296,HBO0993681.1
7297,WP_122109034.1
7298,WP_289534079.1
7299,MCO3032822.1
7300,WP_028628405.1
7301,WP_034085585.1
7302,WP_294971360.1
7303,WP_183089105.1
7304,WP_023084866.1
7305,WP_017363650.1
7306,HBN8319437.1
7307,HCF1886295.1
7308,HCF9841421.1
7309,MBG6350195.1
7310,WP_209450434.1
7311,WP_093986055.1
